slug,agreement_no,url,purpose
dc2-607,607,https://zoningbylaw.edmonton.ca/dc2-607,To accommodate apartment housing in accordance with the 100 Avenue Planning Study with site development regulations that will ensure compatibility with adjacent land uses.
dc2-608,608,https://zoningbylaw.edmonton.ca/dc2-608,To accommodate apartment housing in accordance with the 100 Avenue Planning Study with site development regulations that will ensure compatibility with adjacent land uses.
dc2-609,609,https://zoningbylaw.edmonton.ca/dc2-609,"To establish a Site Specific Development Control Provision to accommodate general business and office uses in accordance with the 100 Avenue Planning Study, with site development regulations that will ensure compatibility with adjacent land uses and the function of existing roadways adjacent to the site."
dc2-61,61,https://zoningbylaw.edmonton.ca/dc2-61,"To establish a Site Specific Development Control District to accommodate a limited range of low intensity business and commercial uses, having specific site development regulations which will ensure compatibility with existing and proposed surrounding commercial and residential land uses, minimize negative visual impacts associated with commercial developments, and promote the orderly development of a high quality urban environment."
dc2-612,612,https://zoningbylaw.edmonton.ca/dc2-612,"To accommodate a commercial development for Automotive and Minor Recreation Vehicle Sales/Rentals and a limited list of related uses, and to establish site development criteria that will ensure compatibility with the surrounding commercial developments and provide attractive design adjacent to the arterial roadway while excluding the opportunity for any uses sensitive to environmental contamination."
dc2-614,614,https://zoningbylaw.edmonton.ca/dc2-614,"To accommodate low and medium density housing uses, with site specific development regulations applied in a manner sensitive in scale and design to surrounding existing developments, while maintaining the character and pedestrian streetscape of this established neighbourhood."
dc2-615,615,https://zoningbylaw.edmonton.ca/dc2-615,"To accommodate medium density residential and related uses consisting of low rise apartment units with sensitive site development regulations to ensure that development on the site will be compatible with the immediately surrounding apartment and duplex developments and the low density residential, commercial, and school uses in the surrounding neighbourhood."
dc2-616,616,https://zoningbylaw.edmonton.ca/dc2-616,"To establish a Site Specific Development Control provision to accommodate low-rise, low density apartment housing and to establish site development regulations, which will ensure compatibility with surrounding land uses and a high quality of appearance."
dc2-618,618,https://zoningbylaw.edmonton.ca/dc2-618,To accommodate accessory parking for a religious assembly and to develop a residential row housing development in a manner that ensures compatibility with the adjacent low density residential zone and minimises the impacts of parking and the adjacent arterial on the residential uses.
dc2-619,619,https://zoningbylaw.edmonton.ca/dc2-619,To accommodate a Recycling Depot and provide for small scale commercial land uses appropriate for the small site and compatible with the surrounding commercial and residential land uses.
dc2-620,620,https://zoningbylaw.edmonton.ca/dc2-620,To accommodate a four-storey low rise residential development which is responsive to adjacent development.
dc2-626,626,https://zoningbylaw.edmonton.ca/dc2-626,To accommodate a commercial development for Automotive and Minor Recreational Vehicle Sales/Rentals and related Uses and to establish Site development criteria that will address the specific development issues within the Place La Rue Neighbourhood and to ensure compatibility with the surrounding commercial developments.
dc2-631,631,https://zoningbylaw.edmonton.ca/dc2-631,"To accommodate the development of low and medium rise residential apartment housing, and establish development regulations that will achieve compatibility with the low and medium density residential uses to the west and south, and provide walkway and vehicular connections to the abutting commercial development."
dc2-632,632,https://zoningbylaw.edmonton.ca/dc2-632,"To accommodate an existing shopping centre development and a new commercial building in the south east portion of the site, and establish development regulations that will buffer the site from the residential development to the south and ensure compatibility with the residential development to the west."
dc2-633,633,https://zoningbylaw.edmonton.ca/dc2-633,To accommodate a mixed use commercial/residential development that will ensure compatibility with adjacent land uses and achieve a pedestrian friendly environment.
dc2-635,635,https://zoningbylaw.edmonton.ca/dc2-635,"To allow the development of surface parking within an approved expansion area for Northlands Park, in a manner that will be compatible with Borden Park and adjacent residential areas."
dc2-636,636,https://zoningbylaw.edmonton.ca/dc2-636,"To establish a Site Specific Development Control Provision to accommodate the development of administrative space, an outpatient seniors health service facility and associated uses in an existing building while addressing the parking requirements of these uses by including the development of a parkade that is compatible with surrounding low and medium density residential land uses."
dc2-637,637,https://zoningbylaw.edmonton.ca/dc2-637,"To establish a Site Specific Development Control Provision to allow for the development of a funeral, cremation and internment facility, having specific site development regulations that will ensure compatibility with the adjacent cemetery site and future surrounding land uses."
dc2-63a,63,https://zoningbylaw.edmonton.ca/dc2-63a,"To establish a Site Specific Development Control District to accommodate a limited range of general business and highway commercial uses, with site development regulations that will ensure compatibility with future adjacent land uses and the alignment of existing and proposed roadways adjacent to the site."
dc2-641,641,https://zoningbylaw.edmonton.ca/dc2-641,"To establish a Site Specific Development Control Provision for retail, general commercial, office and indoor storage uses with specific site development criteria that will ensure a compatible relationship with surrounding land uses and achieve a high standard of building appearance appropriate to the entrance location of this site."
dc2-643,643,https://zoningbylaw.edmonton.ca/dc2-643,"To accommodate the development of ”Area A” and ”Area B”, as shown on Schedule ”C” Map of this Bylaw, as a part of a shopping centre with site specific development regulations designed to ensure that it is compatible with the scale and use of neighbouring park and school development by mitigating potential use and traffic conflicts. Area A and Area B together create a comprehensive planned shopping centre with shared parking between the two separately titled parcels. Area A Open All"
dc2-644,644,https://zoningbylaw.edmonton.ca/dc2-644,To establish a Site Specific Development Control Provision to accommodate the expansion of an existing Casino facility and associated uses with appropriate regulations to ensure a high standard of appearance and sufficient on-site parking appropriate to the site’s location in the Girard Industrial area.
dc2-645,645,https://zoningbylaw.edmonton.ca/dc2-645,"To develop an office building to accommodate a Professional, Financial and Office Support Services use, and establish development regulations that ensure the development is pedestrian friendly, has street presence from 45 Avenue, and is compatible with surrounding residential uses in terms of scale, massing, and landscaping."
dc2-648,648,https://zoningbylaw.edmonton.ca/dc2-648,To accommodate a limited range of low intensity business uses as well as apartment housing uses. This Provision contains development regulations that will ensure that development is compatible with surrounding existing and future residential uses and a high standard of appearance appropriate to the site’s location in North Chinatown.
dc2-650,650,https://zoningbylaw.edmonton.ca/dc2-650,"The purpose of this Site Specific Development Control Provision is to allow for a religious assembly use with site specific controls to provide for noise attenuation, physical separation and visual screening along the adjacent railroad line."
dc2-654,654,https://zoningbylaw.edmonton.ca/dc2-654,"To accommodate a range of commercial uses and industrial business uses which carry out their operations such that no nuisance factor is created or apparent outside an enclosed building, and such that future users are protected from environmental contamination of this site."
dc2-655,655,https://zoningbylaw.edmonton.ca/dc2-655,"To accommodate general retail stores on the site, and establish development regulations that will ensure that future users are protected from environmental contamination of this site."
dc2-66,66,https://zoningbylaw.edmonton.ca/dc2-66,To establish a Site Specific Development Control District for general business uses and to specify development criteria that recognize existing site development.
dc2-660,660,https://zoningbylaw.edmonton.ca/dc2-660,To accommodate the development of the Traditional Burial Grounds/Fort Edmonton Cemetery and a public park and to establish regulations to ensure that the site is developed in a manner that is culturally sensitive and compatible with the historic nature of the area.
dc2-661,661,https://zoningbylaw.edmonton.ca/dc2-661,"To establish a Site Specific Direct Control Provision to accommodate retail uses and a limited range of general commercial uses, with site development regulations that will ensure compatibility with adjacent land uses and comply with the development objectives of the Mill Woods Town Centre Area Structure Plan for the ""Main Street"" commercial component."
dc2-663,663,https://zoningbylaw.edmonton.ca/dc2-663,To establish a Site Specific Development Control Provision to accommodate residential development to ensure that development will be compatible with the surrounding residential and commercial development.
dc2-664,664,https://zoningbylaw.edmonton.ca/dc2-664,"To provide for the development of low rise apartment housing with restrictions to density and parking ratios to reduce the impact on adjacent low density residential development, in conformance with the requirements of the Leger NASP."
dc2-666,666,https://zoningbylaw.edmonton.ca/dc2-666,"To accommodate a low rise apartment building that achieves a high standard of appearance while ensuring compatibility, in mass and scale, with adjacent land uses while maintaining the pedestrian-friendly character and streetscape of the area."
dc2-668,668,https://zoningbylaw.edmonton.ca/dc2-668,"To provide for the development of two prestige office buildings with a limited range of complementary business support services, health services, commercial and commercial related uses designed to ensure compatibility with surrounding land uses and reflecting a high quality office park environment."
dc2-67,67,https://zoningbylaw.edmonton.ca/dc2-67,"To provide a District to expand the range of uses on the former IH (Heavy Industrial) District, to include the following three additional use classes: a. Private Educational b. Community Recreational c. Private Clubs"
dc2-671,671,https://zoningbylaw.edmonton.ca/dc2-671,To establish a district that will allow for the continuation and upgrading of general industrial uses while allowing for conversion and redevelopment of obsolete industrial uses to commercial office and general business uses.
dc2-673,673,https://zoningbylaw.edmonton.ca/dc2-673,"To accommodate a six Storey above-Grade Parking Garage for Accessory Parking for an Extended Medical Treatment Services Use (the Royal Alexandra Hospital), Accessory Parking and display and storage of vehicles for an Automotive and Minor Recreation Vehicle Sales/Rentals Use on Lots 475-481, Block 1, Plan 7540AH, and general Non-accessory Parking."
dc2-675,675,https://zoningbylaw.edmonton.ca/dc2-675,"To establish a Provision for a cultural centre (La Cite Francophone) that allows for selected commercial, educational, health, office and administrative uses that complement the concept of a cultural centre."
dc2-676,676,https://zoningbylaw.edmonton.ca/dc2-676,"To accommodate the development of a public school with a limited range of accessory and complimentary institutional or community service uses, with regulations to ensure that the development will be compatible with the surrounding low density residential development and the site’s prominent location within the community."
dc2-68,68,https://zoningbylaw.edmonton.ca/dc2-68,"To establish a Site Specific Development Control District to accommodate convenience commercial and office uses, generally consistent with the provisions of a previously approved DC1 District which has now expired, and to develop sensitive site development regulations to ensure compatibility with adjacent land uses."
dc2-684,684,https://zoningbylaw.edmonton.ca/dc2-684,"To permit Extended Medical Treatment Services, residences for seniors including designated assisted living accommodation, and institutional uses and support services consistent with the objectives of the Griesbach Neighbourhood Area Structure Plan."
dc2-686,686,https://zoningbylaw.edmonton.ca/dc2-686,To provide for the development of a medium rise office building with a limited range of complementary business support and commercial uses.
dc2-687,687,https://zoningbylaw.edmonton.ca/dc2-687,"The purpose of this Site Specific Development Control Provision is to accommodate the existing shopping centre (Southgate Centre) and additional retail, parking and on-site improvements that will provide for a variety of uses intended to serve a community or regional trade area, including commercial, office and professional services, health services, community and educational uses; acknowledge the shopping centre’s existing yards, building setbacks and parking arrangements, and provide specific development criteria that will achieve a compatible relationship between the subject site and surrou"
dc2-688,688,https://zoningbylaw.edmonton.ca/dc2-688,"To accommodate medium density residential uses, with site specific development regulations applied in a manner sensitive in scale and design to surrounding existing developments, while maintaining the character and pedestrian streetscape of the established Athlone neighbourhood."
dc2-689,689,https://zoningbylaw.edmonton.ca/dc2-689,To accommodate the development of a medium density residential development in the form of an apartment with site specific development controls designed to achieve a high quality development fully integrated with the scale and context of the surrounding properties in the Sub-area.
dc2-695,695,https://zoningbylaw.edmonton.ca/dc2-695,To establish a district that will allow for conversion and redevelopment of obsolete industrial uses to commercial office and general business uses along a main street commercial format.
dc2-696,696,https://zoningbylaw.edmonton.ca/dc2-696,To establish a district that will allow for the continuation and upgrading of general industrial uses while allowing for conversion and redevelopment of obsolete industrial uses to commercial office and general business uses.
dc2-697,697,https://zoningbylaw.edmonton.ca/dc2-697,"The purpose of this Site Specific Development Control Provision is to accommodate Professional, Financial and Office Support Services, Convenience Commercial uses, Personal Service uses and Public Libraries and Cultural Exhibits which are intended to serve the day to day needs of residents within new or established neighbourhoods."
dc2-698,698,https://zoningbylaw.edmonton.ca/dc2-698,"To provide for low density housing with innovative access and building orientation, in accordance with the design objectives in the Griesbach Neighbourhood Area Structure Plan."
dc2-699,699,https://zoningbylaw.edmonton.ca/dc2-699,"To accommodate the development of an Outdoor and Indoor Participant Recreation area, providing mentally, physically and financially challenged children and families an opportunity for active and passive recreational activities with accessory uses including a riding stable, overnight camping facilities, cabins, exhibition and convention facilities, camp office, self-serving utility services, and environmental preservation area in conformance with Plan Edmonton and the North Saskatchewan River Valley Area Redevelopment Plan."
dc2-7,7,https://zoningbylaw.edmonton.ca/dc2-7,"To provide a site specific development control district to allow for the construction of a parking lot to serve the abutting commercial site to the south (Lots 1 and 2, Block 30, Plan XLIII) in a manner that will be compatible with the surrounding low density residential neighbourhood."
dc2-70,70,https://zoningbylaw.edmonton.ca/dc2-70,To establish a site specific development control district to accommodate a rapid Drive-through vehicle service and certain neighbourhood convenience commercial uses in a way which is compatible with neighbouring residential uses.
dc2-700,700,https://zoningbylaw.edmonton.ca/dc2-700,"The purpose of this Site Specific Development Control Provision is to accommodate general industrial uses, warehouse sales and a limited range of other compatible uses including a restaurant/banquet facility."
dc2-704,704,https://zoningbylaw.edmonton.ca/dc2-704,To accommodate a low rise apartment building and a community recreation services use on an infill site designed to be compatible in scale and character with adjacent developments.
dc2-717,717,https://zoningbylaw.edmonton.ca/dc2-717,"To accommodate the development of a cemetery and associated funeral, cremation and internment facility and accessories uses, with specific site development regulations that will ensure compatibility with the surrounding land uses."
dc2-718,718,https://zoningbylaw.edmonton.ca/dc2-718,"To develop a four storey low rise apartment building that will ensure compatibility with adjacent land uses, achieve a high standard of appearance and enhance the pedestrian friendly streetscape."
dc2-719,719,https://zoningbylaw.edmonton.ca/dc2-719,"The purpose of this Site Specific Development Control Provision is to accommodate the development of a 16 storey high quality, sustainable, mixed use building consisting of a 14 storey residential tower above a 2 storey office/ commercial podium with underground parking that corresponds with the scale of development as envisioned in The Quarters Downtown as approved by Council on September 26, 2006, and provides on-site amenities and off-site improvements that recognize the unique locational characteristics of the site."
dc2-720,720,https://zoningbylaw.edmonton.ca/dc2-720,To establish a Site Specific Development Control Provision to accommodate a medium density residential apartment complex that will ensure compatibility with the surrounding residential and commercial development through the use of strict architectural controls and sympathetic urban design.
dc2-721,721,https://zoningbylaw.edmonton.ca/dc2-721,"To provide for the sympathetic conversion of an existing five storey building on the site into a six storey apartment housing with development controls to ensure compatibility, with adjacent land uses and maintaining the pedestrian-friendly streetscape of the area."
dc2-724,724,https://zoningbylaw.edmonton.ca/dc2-724,"To accommodate the development of high density residential housing with family oriented dwellings at street level and establish development regulations that will support the urban village concept of development fronting onto 104 Street, a pedestrian link to the river valley trails, the character envisioned for Heritage Trail, and also achieve compatibility with existing apartment development to the north, east and south."
dc2-725,725,https://zoningbylaw.edmonton.ca/dc2-725,To provide for the development of Apartment Housing with development controls designed to ensure that the development is integrated into existing and future commercial and residential development within Pembina neighbourhood.
dc2-726,726,https://zoningbylaw.edmonton.ca/dc2-726,"To provide a Provision for the development of Row Housing residential Dwellings with development controls designed to provide transition and integration between the existing single detached residential development to the north of the Site, and existing medium density residential and commercial development to the south of the Site."
dc2-727,727,https://zoningbylaw.edmonton.ca/dc2-727,The purpose of this provision is to provide for an area of public land for active and passive recreational uses; stormwater management; the conservation of Natural Area (SE 132) within the site; and to allow for remediation of the contaminated portions within the site.
dc2-728,728,https://zoningbylaw.edmonton.ca/dc2-728,"To establish a Site Specific Development Control Provision to accommodate an 80 meter tall, 26 storey, residential apartment building within the Downtown Area Redevelopment Plan - McKay Avenue Area, Sub Area 1, that is compatible with the surrounding residential high-rise developments and the historic McKay Avenue School Site. The tower design will be such that impacts on adjacent sites are minimized through the use of detailed design and massing controls. Public realm improvements, street-oriented residential units, with direct access at grade, public art contributions, and additional on and "
dc2-732,732,https://zoningbylaw.edmonton.ca/dc2-732,To accommodate an existing high density mixed use commercial and residential development that is designed to provide a pedestrian oriented retail environment on 82 Avenue and 112 Street and maintain the character of the adjacent Garneau community and University lands.
dc2-736,736,https://zoningbylaw.edmonton.ca/dc2-736,"The purpose of this Provision is to provide for the development of row housing with site specific development regulations to address the site’s configuration and location abutting 91 Street, a neighbourhood commercial development, and a major utility corridor."
dc2-738,738,https://zoningbylaw.edmonton.ca/dc2-738,To establish a Site Specific Control District to accommodate a range of low intensity neighbourhood convenience commercial uses through site development regulations that will ensure development is of a high standard of appearance and compatible with the surrounding low density residential uses and roadways adjacent to the site.
dc2-740,740,https://zoningbylaw.edmonton.ca/dc2-740,To accommodate a low rise apartment development that achieves a high standard of appearance while ensuring compatibility in mass and scale with surrounding residential and commercial development while ensuring a pedestrian-friendly character and streetscape.
dc2-745,745,https://zoningbylaw.edmonton.ca/dc2-745,To establish a medium rise single structure apartment house of 6 storeys with underground parking (21 parking stalls).
dc2-747,747,https://zoningbylaw.edmonton.ca/dc2-747,To establish a Site Specific Development Control Provision with enhanced design guidelines to allow for a two-storey building that can accommodate either Single Detached Housing or Professional and Office Support Service while remaining compatible with surrounding residential uses.
dc2-75,75,https://zoningbylaw.edmonton.ca/dc2-75,"To establish a Site Specific Development Control District to accommodate general business and highway commercial uses, with site development regulations that will ensure compatibility with future adjacent land uses and the alignment of existing and proposed roadways adjacent to the site."
dc2-750,750,https://zoningbylaw.edmonton.ca/dc2-750,"To accommodate the development of a 29 Storey high-rise apartment building with family oriented dwelling units on the main floor, with site specific development controls designed to reduce the mass, sun shadow and view impacts of the tower on adjacent developments and create an active and inviting pedestrian oriented streetscape compatible with surrounding residential high-rise developments at the east edge of Jasper Avenue."
dc2-751,751,https://zoningbylaw.edmonton.ca/dc2-751,"To establish a Site Specific Development Control Provision will accommodate a religious assembly building and associated uses, and provide an opportunity to allow for future industrial business uses on the remaining unused western portion of the site."
dc2-754,754,https://zoningbylaw.edmonton.ca/dc2-754,"To accommodate the redevelopment of a Regional Health Services Campus, providing an opportunity for uses related to the provision of health care, continuing care, extended care treatment, medical treatment and institutional facilities; with ancillary commercial, professional office, research, training, and personal service uses related to the delivery of health care. This Provision also provides regulations for environmental recovery for specific areas of the site."
dc2-756,756,https://zoningbylaw.edmonton.ca/dc2-756,"To redevelop a vacant site situated adjacent to a neighbourhood school and park, with a comprehensively planned, high quality low rise residential development. The development consists of stacked row housing (3 storeys) and low-rise apartments (4 storeys), underground parking, and a variety of outdoor amenity spaces for residents and their visitors. The site has been purposefully designed to be compatible with adjacent land uses by sensitively locating and transitioning a mix of building profiles, and by mitigating the impact of building scale and massing through built form."
dc2-757,757,https://zoningbylaw.edmonton.ca/dc2-757,"To accommodate the development of a low rise apartment with a Density and Floor Area Ratio greater than the RA7 Zone, and establish development regulations to ensure compatibility with the surrounding residential development."
dc2-761,761,https://zoningbylaw.edmonton.ca/dc2-761,To establish a Site Specific Development Control Provision to accommodate a medium density apartment building that includes family-oriented ground floor units and applies architectural and urban design principles to create an attractive residential development that is compatible with its surroundings.
dc2-768,768,https://zoningbylaw.edmonton.ca/dc2-768,To accommodate a high quality four storey apartment building with commercial uses on the ground floor designed to provide an active pedestrian environment fronting onto 111 Avenue.
dc2-769,769,https://zoningbylaw.edmonton.ca/dc2-769,To develop a facility primarily for seniors comprised of Assisted Living and Designated Assisted Living units as well as supportive accessory commercial uses designed as an integral component of the development and to be compatible with surrounding residential development.
dc2-771,771,https://zoningbylaw.edmonton.ca/dc2-771,"To accommodate the development of a commercial use, limited to a hair care business, within an existing single detached house in a mature neighbourhood, adjacent to 109 Street. The DC2 Provision contains development regulations to increase compatibility with surrounding residential development, and to provide the opportunity to revert the commercial use back to single detached housing in accordance with the regulations of the RF3 Zone."
dc2-773,773,https://zoningbylaw.edmonton.ca/dc2-773,To provide for the development of a medium rise office building with a limited range of complementary business support and commercial uses.
dc2-774,774,https://zoningbylaw.edmonton.ca/dc2-774,"To accommodate the development of a high density residential tower that will enhance the pedestrian character of Bellamy Hill with attractive sidewalks, planters, patios and artwork and to establish developmental regulations that will achieve compatibility with surrounding developments while at the same time establishing a high benchmark for architectural design within the Downtown Edmonton Skyline."
dc2-775,775,https://zoningbylaw.edmonton.ca/dc2-775,"To accommodate the development of a four storey, low-rise high density apartment building with design regulations to ensure compatibility and fit with adjacent land uses, and to achieve a pedestrian friendly environment consistent with the objectives of the Boyle Street/ McCauley Area Redevelopment Plan."
dc2-778,778,https://zoningbylaw.edmonton.ca/dc2-778,To accommodate a low-rise apartment building intended for affordable housing for families that provides a variety of amenity spaces and ensures both compatibility with surrounding land uses and a high quality of appearance appropriate to the site's location to existing residential zones surrounding the site.
dc2-78,78,https://zoningbylaw.edmonton.ca/dc2-78,To provide a site specific development control district to accommodate a religious assembly development and related uses that will be compatible to the surrounding residential neighbourhood.
dc2-780,780,https://zoningbylaw.edmonton.ca/dc2-780,"The purpose of this provision is to accommodate a mixed-use, high density residential apartment building, with main floor commercial and second floor professional office uses, and residential on the upper floors which incorporates high quality architecture and building sustainability principles in its design, construction and operation, and which will create a unique and distinctive built form along the Calgary Trail/Gateway Boulevard Corridor."
dc2-789,789,https://zoningbylaw.edmonton.ca/dc2-789,"To establish a Site Specific Development Control Provision to provide for a limited range of commercial uses that are intended to serve the needs of the community, and to ensure that these uses are developed in a manner that minimizes impacts on the adjacent residential uses."
dc2-791,791,https://zoningbylaw.edmonton.ca/dc2-791,"To accommodate the development of a commercial site and provide site specific development criteria to achieve a compatible relationship with the surrounding lands and result in a high quality development appropriate for the site. Development regulations shall be sensitive to adjacent residential development through urban design controls, architecture, landscaping and berming."
dc2-793,793,https://zoningbylaw.edmonton.ca/dc2-793,To accommodate a commercial development for Automotive and Minor Recreational Vehicle Sales/Rentals and related uses and to establish Site development criteria that will address the specific development issues within the Place La Rue Neighbourhood and to ensure compatibility with the surrounding commercial developments.
dc2-794,794,https://zoningbylaw.edmonton.ca/dc2-794,"To accommodate the development of a high quality four storey apartment development with smaller units, and establish development regulations to ensure compatibility with current and future surrounding development."
dc2-795,795,https://zoningbylaw.edmonton.ca/dc2-795,To allow for the development of a low-rise apartment building comprising a blend of market and non-market/affordable housing and child care services.
dc2-796,796,https://zoningbylaw.edmonton.ca/dc2-796,"To accommodate an 11-storey, mixed-use development consisting of commercial uses within the 2-storey podium and two 9-storey residential towers linked by a private rooftop terrace."
dc2-798,798,https://zoningbylaw.edmonton.ca/dc2-798,"To establish a Site Specific Development Control District to accommodate a nursing home with a limited range of accessory administrative, recreational and rehabilitative service areas."
dc2-799,799,https://zoningbylaw.edmonton.ca/dc2-799,"To establish a Site Specific Development Control Provision to accommodate an Apartment Housing building contiguous with, and as a complementary use to the Extended Medical Treatment Services developed in the property immediately to the north."
dc2-800,800,https://zoningbylaw.edmonton.ca/dc2-800,"The primary purpose of this Zone is to provide for high quality, light industrial developments that operate in such a manner that no nuisance factor is created or apparent outside an enclosed building. Limited outdoor activities (loading, service, storage, etc.) that are accessory to a principal use may occur providing the scale of such activities does not unduly conflict with the primary purpose of this Provision or dominate the use of the site."
dc2-801,801,https://zoningbylaw.edmonton.ca/dc2-801,To accommodate a row housing development with grade accessible family oriented dwellings.
dc2-806,806,https://zoningbylaw.edmonton.ca/dc2-806,"To convert an existing two-storey residential dwelling with a limited range of business, office and personal service uses, and to add a new structure to contain a photo studio, with site development regulations that will ensure compatibility with existing and future adjacent land uses."
dc2-808,808,https://zoningbylaw.edmonton.ca/dc2-808,"To establish a Site Specific Development Control District for convenience commercial, office, personal services, and specialty food services uses, such that by developing sensitive site specific development criteria, impacts on adjacent residential properties are minimized."
dc2-810,810,https://zoningbylaw.edmonton.ca/dc2-810,"To accommodate a limited amount of ground floor, low intensity commercial development in a high rise residential building."
dc2-813,813,https://zoningbylaw.edmonton.ca/dc2-813,"To redevelop the site with a comprehensively planned, low-rise residential four storey development that will achieve a high standard of appearance appropriate to the site location."
dc2-814,814,https://zoningbylaw.edmonton.ca/dc2-814,"The purpose of this Zone is to provide for medium density housing, where some units may not be at grade."
dc2-816,816,https://zoningbylaw.edmonton.ca/dc2-816,"To facilitate disposal of surplus City of Edmonton property, consisting of the land and building of the former Londonderry Police Station. Redevelopment will be to medium density residential use similar and compatible to development to the north and east."
dc2-817,817,https://zoningbylaw.edmonton.ca/dc2-817,To provide for development of multi-unit housing to a maximum density of 61 units per hectare.
dc2-820,820,https://zoningbylaw.edmonton.ca/dc2-820,"To accommodate the comprehensive redevelopment of a Site, encompassing a brownfield area and an underutilized area, into a mixed-use high density urban village. This development will achieve a high standard of appearance by placing high-rise towers set back on podiums to enhance river views, articulating architecture to create active building frontages, and optimizing landscaping to create safe and inviting pedestrian connections, all in close proximity to the Stadium LRT Station."
dc2-821,821,https://zoningbylaw.edmonton.ca/dc2-821,"To accommodate the development of a commercial office within the existing single-detached dwelling on site and the opportunity to expand the existing single-detached dwelling on site that is compatible with, and maintains, the existing residential character of the surrounding neighbourhood."
dc2-823,823,https://zoningbylaw.edmonton.ca/dc2-823,To establish a provision that will allow for the continuation and upgrading of general industrial uses while allowing for conversion and redevelopment of obsolete industrial uses to commercial office and general business uses.
dc2-824,824,https://zoningbylaw.edmonton.ca/dc2-824,To accommodate the development of a high density residential tower that will enhance the pedestrian character of Bellamy Hill with an attractive streetscape and to establish regulations that will provide for a unique architectural design with site specific design controls to reduce the mass and sun shadow of the tower on adjacent developments.
dc2-825,825,https://zoningbylaw.edmonton.ca/dc2-825,"To accommodate a 36 storey mixed use, high rise, high density development with commercial uses on the main and second floor of a three storey podium that provides for an active and inviting pedestrian oriented streetscape fronting onto Jasper Avenue and a publicly accessible garden linking Jasper Avenue and the Victoria Trail Promenade, with site specific design controls to reduce the mass, sun shadow and view impacts of the tower on adjacent developments."
dc2-827,827,https://zoningbylaw.edmonton.ca/dc2-827,To provide for medium density housing to a maximum of 30 dwellings per hectare.
dc2-828,828,https://zoningbylaw.edmonton.ca/dc2-828,To provide for development of medium density housing to a maximum of 30 dwellings per hectare.
dc2-829,829,https://zoningbylaw.edmonton.ca/dc2-829,"The purpose is to provide for industrial businesses that carry out their operations such that no nuisance is created or apparent outside an enclosed building while ensuring compatibility with adjacent zone, environmental remediation is undertaken, and to accommodate limited compatible non-industrial businesses."
dc2-831,831,https://zoningbylaw.edmonton.ca/dc2-831,To accommodate a commercial development for Automotive and Minor Recreational Vehicle Sales/Rentals and related uses and to establish Site development criteria that will address the specific development issues within the Morin Industrial Neighbourhood and to ensure compatibility with the surrounding commercial developments.
dc2-836,836,https://zoningbylaw.edmonton.ca/dc2-836,"To establish a Site Specific Development Control Provision to accommodate a limited range of convenience commercial and personal service Uses which are intended to serve the day-to-day needs of neighbourhood residents, with Site development regulations requiring the achievement of a residential character so that the development will be compatible with the surrounding residential land Uses."
dc2-837,837,https://zoningbylaw.edmonton.ca/dc2-837,To accommodate a cultural centre with a limited mix of uses that ensure development is compatible with surrounding development.
dc2-839,839,https://zoningbylaw.edmonton.ca/dc2-839,"To accommodate a 36 storey mixed use, high rise, high density development with commercial uses on the podium levels, a quasi-public plaza in the northwest corner, and a quasi-public park on the southwest portion of the site that provides for an active and inviting pedestrian oriented streetscape fronting onto 99 Avenue and 106 Street, with site specific design controls to reduce the mass, sun shadow, and view impacts of the tower on adjacent developments."
dc2-842,842,https://zoningbylaw.edmonton.ca/dc2-842,"To establish a Site Specific Development Control Provision to accommodate two residential Dwellings in a single building compatible in scale with surrounding development, as well as Non-accessory Parking."
dc2-844,844,https://zoningbylaw.edmonton.ca/dc2-844,"To establish a Site Specific Development Control Provision to allow for the continued use of an existing building for commercial uses and to bring this existing building into compliance with the Zoning Bylaw. Development regulations will allow for future upgrades, expansions or redevelopment of this building while ensuring compatibility with adjacent residential land uses."
dc2-845,845,https://zoningbylaw.edmonton.ca/dc2-845,"To establish a community-oriented commercial business district that ensures the building and site design are compatible with adjacent residential development. 2. Application This Provision shall apply Lot 1, Block 1, Plan 9924817, located at the northeast corner of 82 Street and 112 Avenue, as shown on Schedule ""A"" appended to the Bylaw adopting this DC2 Provision, Cromdale."
dc2-847,847,https://zoningbylaw.edmonton.ca/dc2-847,To establish a Site Specific Development Control Provision to accommodate a Stacked Row Housing building with Site specific development regulations to ensure that development will be compatible with the surrounding low density residential development.
dc2-85,85,https://zoningbylaw.edmonton.ca/dc2-85,"To provide a Site Specific Development Control District to accommodate neighbourhood convenience commercial and personal service uses which are intended to serve the day to day needs of the residents of Woodvale and to establish sensitive site development regulations that will ensure compatibility with surrounding residential land uses, particularly by providing a residential appearance along 40 Avenue, and providing adequate separation on the west property line."
dc2-850,850,https://zoningbylaw.edmonton.ca/dc2-850,"To establish a Site Specific Development Control Provision to accommodate a low rise residential facility that includes Apartment Housing, and a limited range of accessory uses, with specific development regulations to achieve a high quality medium density residential development."
dc2-851,851,https://zoningbylaw.edmonton.ca/dc2-851,"To accommodate a residential facility in a converted Single Detached House for patients being treated in Edmonton’s medical facilities, and/or their families. The Development Regulations will ensure that development will be compatible with the surrounding low density residential development."
dc2-852,852,https://zoningbylaw.edmonton.ca/dc2-852,To establish a Site Specific Development Control Provision to accommodate an existing building while retaining residential and mixed-use development potential with Site development regulations to ensure that development will be compatible with the surrounding residential neighbourhood.
